globalIndex,wordList,unit,index,word,start,end,audioFile,status,evidence,confidence,notes
2954,6,5,84,determine,224.97,225.57,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2955,6,5,85,crystal,227.63,228.17,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2956,6,5,86,assimilate,230.22,230.89,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2957,6,5,87,invasive,232.96,233.66,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2958,6,5,88,repossess,235.74,236.49,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2959,6,5,89,equivocal,238.59,239.21,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2960,6,5,90,sedentary,241.29,241.96,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2961,6,5,91,beforehand,243.98,244.72,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2962,6,5,92,obvious,246.75,247.34,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2963,6,5,93,divide,249.37,249.93,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2964,6,5,94,vindicate,251.96,252.69,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2965,6,5,95,infinitesimal,254.81,255.71,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2966,6,5,96,pleasure,257.73,258.13,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2967,6,5,97,abridge,260.14,260.67,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2968,6,5,98,meteorology,262.7,263.5,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2969,6,5,99,ornament,265.52,266.05,ysgpc/Word List6/Word List6-Unit5.mp3,recognized,whole-track-asr,,
2970,7,1,1,thrive,8.0,8.54,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2971,7,1,2,meagre,10.58,11.03,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2972,7,1,3,moral,13.06,13.51,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2973,7,1,4,assassin,15.57,16.16,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2974,7,1,5,bothersome,18.17,18.71,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2975,7,1,6,bandit,20.79,21.33,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2976,7,1,7,asset,23.37,23.86,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2977,7,1,8,choke,25.91,26.36,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2978,7,1,9,submit,28.43,29.08,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2979,7,1,10,format,31.16,31.76,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2980,7,1,11,forerunner,33.87,34.46,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2981,7,1,12,melt,36.48,36.96,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2982,7,1,13,subordinate,39.07,39.87,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2983,7,1,14,bemoan,41.87,42.37,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2984,7,1,15,bulk,44.4,44.79,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr+additional-duplicate-check,,
2985,7,1,16,haphazard,46.82,47.48,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2986,7,1,17,rome,49.55,50.0,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2987,7,1,18,incongruous,52.05,52.94,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2988,7,1,19,egotistic,55.0,55.88,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2989,7,1,20,congenial,57.9,58.54,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2990,7,1,21,congenial,60.56,61.21,ysgpc/Word List7/Word List7-Unit1.mp3,corrected,isolated-word-double-pass,0.85438,
2991,7,1,22,rugged,63.24,63.71,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2992,7,1,23,entire,65.76,66.36,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2993,7,1,24,smooth,68.38,69.0,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2994,7,1,25,yield,71.0,71.56,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2995,7,1,26,major,73.58,74.11,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2996,7,1,27,filth,76.21,76.74,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2997,7,1,28,splendid,78.77,79.43,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2998,7,1,29,faith,81.53,82.0,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
2999,7,1,30,guild,84.0,84.47,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3000,7,1,31,aesthetics,86.49,87.22,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3001,7,1,32,cease,89.26,89.77,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3002,7,1,33,device,91.84,92.38,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3003,7,1,34,clip,94.43,94.81,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3004,7,1,35,ken,96.91,97.28,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3005,7,1,36,integral,99.34,99.84,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3006,7,1,37,barge,101.91,102.34,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3007,7,1,38,exploit,104.39,105.0,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3008,7,1,39,depict,107.09,107.61,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3009,7,1,40,ingest,109.66,110.29,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3010,7,1,41,historic,112.34,112.94,ysgpc/Word List7/Word List7-Unit1.mp3,corrected,isolated-word-double-pass,0.73343,
3011,7,1,42,pack,114.98,115.34,ysgpc/Word List7/Word List7-Unit1.mp3,corrected,isolated-word-double-pass,0.20367,
3012,7,1,43,intense,117.38,118.05,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3013,7,1,44,monstrous,120.06,120.75,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3014,7,1,45,coddle,122.79,123.17,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3015,7,1,46,chide,125.23,125.74,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3016,7,1,47,gleeful,127.79,128.27,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3017,7,1,48,grain,130.32,130.75,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3018,7,1,49,quarter,132.8,133.32,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3019,7,1,50,discrete,135.36,135.95,ysgpc/Word List7/Word List7-Unit1.mp3,corrected,isolated-word-double-pass,0.81632,
3020,7,1,51,bare,138.03,138.36,ysgpc/Word List7/Word List7-Unit1.mp3,print-check,isolated-word-double-pass+spelling-decision,0.32022,isolated candidates: there / bear; homophone: isolated recognition split between bare and bear
3021,7,1,52,applaud,140.41,140.96,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3022,7,1,53,ambition,143.04,143.65,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3023,7,1,54,press,145.73,146.18,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3024,7,1,55,judge,148.26,148.68,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3025,7,1,56,modulate,150.74,151.39,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3026,7,1,57,spiritual,153.45,154.13,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3027,7,1,58,phrase,156.23,156.77,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3028,7,1,59,stretch,158.82,159.4,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3029,7,1,60,label,161.47,161.93,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3030,7,1,61,imbrute,163.99,164.58,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr+additional-lexical-check,,
3031,7,1,62,scorn,166.65,167.22,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3032,7,1,63,recall,169.25,169.77,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3033,7,1,64,concession,171.81,172.47,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3034,7,1,65,interplay,174.5,175.09,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3035,7,1,66,parade,177.15,177.69,ysgpc/Word List7/Word List7-Unit1.mp3,corrected,isolated-word-double-pass,0.49404,
3036,7,1,67,manchin,179.77,180.33,ysgpc/Word List7/Word List7-Unit1.mp3,corrected,isolated-word-double-pass,0.59828,
3037,7,1,68,patent,182.38,182.9,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3038,7,1,69,thought,184.97,185.44,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3039,7,1,70,breach,187.51,187.96,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3040,7,1,71,assure,190.06,190.54,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3041,7,1,72,vehicle,192.63,193.16,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3042,7,1,73,complex,195.22,195.89,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3043,7,1,74,institution,197.97,198.8,ysgpc/Word List7/Word List7-Unit1.mp3,corrected,isolated-word-double-pass,0.54784,
3044,7,1,75,lease,200.83,201.29,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3045,7,1,76,package,203.34,203.88,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3046,7,1,77,chief,205.92,206.34,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3047,7,1,78,optional,208.37,208.89,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3048,7,1,79,menace,210.94,211.47,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3049,7,1,80,promote,213.52,214.05,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3050,7,1,81,fitness,216.13,216.73,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3051,7,1,82,insecure,218.78,219.43,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3052,7,1,83,anesthesia,221.47,222.26,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3053,7,1,84,forlorn,224.35,224.9,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3054,7,1,85,forthcoming,226.95,227.64,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3055,7,1,86,auxiliary,229.67,230.4,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3056,7,1,87,sedulity,232.49,233.23,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr+additional-lexical-check,,
3057,7,1,88,bypass,235.25,235.89,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3058,7,1,89,inert,237.95,238.47,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3059,7,1,90,bolt,240.47,240.85,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3060,7,1,91,vision,242.89,243.37,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3061,7,1,92,evacuate,245.41,246.13,ysgpc/Word List7/Word List7-Unit1.mp3,corrected,isolated-word-double-pass,0.84473,
3062,7,1,93,impact,248.19,248.78,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3063,7,1,94,assembly,250.83,251.42,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3064,7,1,95,delude,253.48,254.0,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3065,7,1,96,proceed,256.07,256.64,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr+additional-duplicate-check,,
3066,7,1,97,ominous,258.65,259.19,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3067,7,1,98,prudent,261.21,261.74,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3068,7,1,99,coarse,263.76,264.24,ysgpc/Word List7/Word List7-Unit1.mp3,recognized,whole-track-asr,,
3069,7,2,1,haunt,7.63,8.11,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3070,7,2,2,foreseeable,10.23,10.83,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3071,7,2,3,finance,12.88,13.47,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3072,7,2,4,credit,15.49,15.98,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3073,7,2,5,egalitarian,18.0,18.84,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3074,7,2,6,quantity,20.87,21.45,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3075,7,2,7,mislead,23.48,24.09,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3076,7,2,8,configuration,26.12,26.97,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3077,7,2,9,debut,29.01,29.47,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3078,7,2,10,influence,31.48,32.17,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3079,7,2,11,intellectual,34.22,34.98,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3080,7,2,12,mortal,37.0,37.51,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3081,7,2,13,gauge,39.55,40.02,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3082,7,2,14,systematic,42.06,42.88,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3083,7,2,15,executive,44.91,45.65,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3084,7,2,16,delight,47.69,48.19,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3085,7,2,17,hypothesis,50.28,51.11,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3086,7,2,18,ambience,53.16,53.83,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3087,7,2,19,upset,55.83,56.42,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3088,7,2,20,ventilation,58.51,59.28,ysgpc/Word List7/Word List7-Unit2.mp3,corrected,isolated-word-double-pass,0.78631,
3089,7,2,21,dwell,61.36,61.73,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3090,7,2,22,enlighten,63.88,64.54,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3091,7,2,23,epoch,66.63,67.16,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3092,7,2,24,lapse,69.22,69.73,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3093,7,2,25,hilarity,71.8,72.38,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3094,7,2,26,hassle,74.45,74.84,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3095,7,2,27,layer,76.89,77.3,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3096,7,2,28,outstanding,79.35,80.11,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3097,7,2,29,retrench,82.17,82.86,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3098,7,2,30,courtesy,84.88,85.49,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3099,7,2,31,counteract,87.55,88.26,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3100,7,2,32,provision,90.3,90.88,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3101,7,2,33,indigent,92.96,93.62,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3102,7,2,34,retract,95.66,96.3,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3103,7,2,35,tense,98.38,98.87,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3104,7,2,36,lately,100.91,101.43,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3105,7,2,37,encroach,103.53,104.22,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3106,7,2,38,contravene,106.27,107.01,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3107,7,2,39,output,109.1,109.69,ysgpc/Word List7/Word List7-Unit2.mp3,corrected,isolated-word-double-pass,0.39496,
3108,7,2,40,suspend,111.77,112.52,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3109,7,2,41,wonder,114.66,115.11,ysgpc/Word List7/Word List7-Unit2.mp3,corrected,whole-track-asr+additional-duplicate-check+spelling-decision,,additional candidate: wonder
3110,7,2,42,consider,117.25,117.81,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3111,7,2,43,aggressive,119.84,120.49,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3112,7,2,44,symbolize,122.55,123.35,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3113,7,2,45,profound,125.37,125.98,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3114,7,2,46,almond,127.93,128.42,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3115,7,2,47,accurate,130.17,130.72,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3116,7,2,48,gather,132.78,133.14,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3117,7,2,49,profit,135.22,135.72,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr+additional-duplicate-check,,
3118,7,2,50,ordeal,137.75,138.29,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3119,7,2,51,taxation,140.33,141.07,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3120,7,2,52,upheaval,143.08,143.67,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3121,7,2,53,attain,145.7,146.23,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3122,7,2,54,disparity,148.33,149.03,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3123,7,2,55,slouch,151.12,151.7,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3124,7,2,56,loan,153.76,154.21,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3125,7,2,57,island,156.27,156.81,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3126,7,2,58,bogus,158.82,159.37,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3127,7,2,59,exhaust,161.56,162.23,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3128,7,2,60,cosmetic,164.28,164.99,ysgpc/Word List7/Word List7-Unit2.mp3,corrected,isolated-word-double-pass,0.26429,
3129,7,2,61,momentous,167.03,167.71,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3130,7,2,62,identical,169.78,170.5,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3131,7,2,63,aquarium,172.52,173.22,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3132,7,2,64,pace,175.25,175.69,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3133,7,2,65,consume,177.71,178.36,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3134,7,2,66,spray,180.4,180.96,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3135,7,2,67,dimension,183.06,183.71,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3136,7,2,68,fume,185.77,186.24,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3137,7,2,69,adopt,188.35,188.84,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3138,7,2,70,imperative,190.9,191.65,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3139,7,2,71,pragmatic,193.68,194.39,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3140,7,2,72,affluence,196.43,197.09,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3141,7,2,73,eligible,199.16,199.67,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3142,7,2,74,vocation,201.78,202.43,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3143,7,2,75,nascent,204.48,205.06,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3144,7,2,76,violence,207.17,207.86,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3145,7,2,77,bind,209.93,210.4,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3146,7,2,78,irrespective,212.44,213.24,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3147,7,2,79,sustain,215.29,215.9,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3148,7,2,80,progress,217.91,218.52,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3149,7,2,81,entrust,220.55,221.22,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3150,7,2,82,incentive,223.26,223.96,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3151,7,2,83,ceremonious,226.03,226.87,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3152,7,2,84,defy,228.89,229.38,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3153,7,2,85,air,231.4,231.76,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3154,7,2,86,dehydrate,233.79,234.53,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3155,7,2,87,extol,236.56,237.11,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3156,7,2,88,monopoly,239.13,239.65,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3157,7,2,89,ailment,241.75,242.27,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3158,7,2,90,furnish,244.34,244.93,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3159,7,2,91,plethora,246.95,247.41,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3160,7,2,92,frame,249.43,249.91,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3161,7,2,93,scrutiny,251.95,252.59,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3162,7,2,94,bombard,254.61,255.24,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3163,7,2,95,exceed,257.26,257.82,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3164,7,2,96,harmful,259.84,260.36,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3165,7,2,97,dose,262.43,262.86,ysgpc/Word List7/Word List7-Unit2.mp3,recognized,whole-track-asr,,
3166,7,3,1,column,7.29,7.69,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3167,7,3,2,ideology,9.78,10.54,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3168,7,3,3,gully,12.62,12.96,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3169,7,3,4,offspring,14.98,15.48,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3170,7,3,5,culmination,17.53,18.28,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3171,7,3,6,instigate,20.29,21.0,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3172,7,3,7,draft,23.04,23.58,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3173,7,3,8,predominant,25.67,26.35,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3174,7,3,9,injudicious,28.38,29.23,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3175,7,3,10,pirate,31.26,31.72,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3176,7,3,11,mutate,33.79,34.38,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3177,7,3,12,premise,36.43,36.92,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3178,7,3,13,genre,38.98,39.49,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3179,7,3,14,camouflage,41.56,42.24,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3180,7,3,15,fracture,44.28,44.86,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3181,7,3,16,maladroit,46.89,47.55,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
3182,7,3,17,interrelationship,49.59,50.69,ysgpc/Word List7/Word List7-Unit3.mp3,recognized,whole-track-asr,,
